continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Asia,Master's,Y,N,1692,Northeast,72337.3,Year,Y,0,17
North America,Master's,Y,N,5880,West,15268.45,Year,Y,0,173
North America,Master's,Y,N,3661,Northeast,58390.66,Year,Y,0,25
Asia,Bachelor's,N,N,746,Midwest,66191.41,Year,Y,0,32
Europe,Bachelor's,Y,Y,2079,Midwest,67993.87,Year,Y,0,22
Europe,Bachelor's,N,N,540,South,853.9335,Hour,Y,1,16
North America,Bachelor's,N,N,2102,South,65895.01,Year,Y,1,7
Asia,Bachelor's,N,N,3551,South,61573.98,Year,Y,1,20
Asia,High School,Y,N,1824,South,104161.29,Year,Y,0,14
North America,Master's,N,N,3603,Northeast,139.74,Hour,Y,1,31
Asia,Bachelor's,Y,N,3265,Northeast,80032.34,Year,Y,0,51
Europe,High School,N,N,1876,Northeast,4524.62,Year,Y,0,38
Asia,Bachelor's,Y,Y,2278,West,108940.94,Year,Y,0,19
Africa,Doctorate,N,N,63430,South,81274.38,Year,Y,1,49
Asia,Master's,Y,N,2565,South,71363.03,Year,Y,0,41
Asia,Bachelor's,N,N,461,West,464.4856,Hour,Y,0,26
North America,Bachelor's,Y,N,2294,West,53810.56,Year,Y,0,45
North America,Master's,Y,N,2886,Northeast,45318.93,Year,Y,0,38
Asia,Bachelor's,Y,N,2854,West,86298.59,Year,Y,1,20
Asia,Bachelor's,Y,N,4329,Northeast,97432.62,Year,Y,1,139
Asia,Bachelor's,N,Y,1467,West,64493.72,Year,Y,0,18
Asia,Master's,Y,N,1564,West,3532.65,Year,Y,0,66
Asia,High School,Y,N,77,West,71051.74,Year,Y,1,25
North America,Bachelor's,Y,N,310,South,79101.6,Year,Y,0,30
Europe,Doctorate,N,Y,3057,Northeast,77103.65,Year,Y,0,18
Asia,Bachelor's,Y,N,1355,South,14119.05,Year,Y,0,26
Europe,Bachelor's,Y,N,2541,Northeast,121637.78,Year,N,0,26
South America,High School,Y,N,2408,Midwest,58026.67,Year,Y,1,42
Asia,Master's,Y,N,42,Northeast,69070.06,Year,Y,0,29
Asia,Bachelor's,Y,N,2430,West,40845.61,Year,Y,1,22
Europe,Bachelor's,Y,Y,1774,South,190360.23,Year,Y,0,173
Asia,Bachelor's,Y,N,3523,West,53741.48,Year,Y,0,35
North America,High School,N,N,1003,Midwest,53295.76,Year,Y,0,53
Asia,Bachelor's,N,N,4870,Northeast,764.8895,Hour,Y,0,168
North America,Bachelor's,N,N,1930,Northeast,891.8422,Hour,Y,0,14
Asia,Master's,Y,Y,765,West,18195.91,Year,Y,0,168
Asia,Master's,Y,N,1389,South,57812.55,Week,Y,1,46
Asia,Bachelor's,N,N,100070,South,56845.52,Year,Y,1,205
Asia,Master's,Y,Y,2443,West,57978.5,Year,Y,0,24
Europe,Doctorate,N,N,257,Northeast,553.6915,Hour,Y,0,8
Europe,Master's,Y,N,3260,Midwest,7407.65,Year,Y,0,23
Asia,Bachelor's,N,N,1622,Midwest,126375.0,Year,Y,0,17
Asia,Bachelor's,N,N,1768,Midwest,128019.96,Year,Y,0,121
Asia,Master's,Y,N,5392,West,154598.13,Year,N,0,24
Europe,Bachelor's,Y,N,1526,West,45.0484,Hour,Y,1,184
Asia,High School,N,N,4104,Midwest,43133.71,Year,Y,1,16
North America,Master's,N,N,1099,West,204832.52,Year,N,1,18
North America,Master's,Y,N,548,Northeast,130181.59,Year,Y,0,18
South America,Master's,Y,N,5953,Northeast,171890.05,Year,Y,0,14
Asia,Master's,N,Y,4393,South,62328.16,Year,Y,0,13
North America,Master's,Y,N,22,Northeast,61505.71,Year,N,1,17
Asia,High School,N,N,1147,Midwest,79428.1,Year,Y,1,107
Asia,Master's,N,N,1566,West,76941.3,Year,N,0,14
North America,Bachelor's,Y,N,2157,West,41455.88,Year,Y,1,11
Asia,Bachelor's,N,N,793,South,137540.38,Year,Y,0,30
Asia,Bachelor's,N,N,469,Northeast,97682.1,Year,Y,0,11
North America,Bachelor's,N,N,3311,South,136840.33,Year,Y,0,75
Asia,Bachelor's,Y,N,1172,South,34778.28,Year,Y,1,27
Asia,Bachelor's,Y,N,1973,West,78371.47,Year,Y,1,31
Asia,Bachelor's,Y,N,919,Northeast,115032.02,Year,Y,0,25
Asia,Master's,Y,N,1614,Northeast,146846.59,Year,N,0,14
Asia,Master's,Y,N,397360,Northeast,96026.03,Year,N,0,18
Asia,Bachelor's,Y,N,4318,West,11760.21,Year,Y,1,12
Europe,Doctorate,Y,Y,920,Midwest,94912.68,Year,Y,0,26
South America,Master's,N,N,5958,Northeast,57946.03,Year,Y,1,39
Europe,Doctorate,N,N,4081,West,50577.52,Year,Y,0,53
Asia,Bachelor's,Y,N,4227,Northeast,107853.38,Year,Y,0,26
North America,Master's,Y,N,3455,Northeast,199553.2,Year,N,1,22
North America,Bachelor's,N,N,1094,South,69687.58,Year,Y,0,111
Asia,Bachelor's,N,N,3573,Northeast,307.9049,Hour,Y,0,124
Asia,Bachelor's,N,N,2898,Northeast,124.73,Hour,Y,1,22
Asia,Bachelor's,N,N,1556,Northeast,164679.97,Year,Y,1,26
North America,Master's,N,N,5925,West,66376.94,Year,Y,0,18
Asia,Bachelor's,N,Y,1194,Midwest,67462.4,Year,Y,0,14
Asia,Master's,Y,N,1843,Midwest,42664.67,Year,Y,0,18
Europe,Bachelor's,N,N,3413,West,69162.29,Year,Y,0,38
Asia,Master's,Y,Y,2282,West,74848.84,Year,Y,0,38
North America,Bachelor's,N,N,2286,Northeast,370.3349,Hour,Y,1,16
South America,Master's,Y,N,3042,South,66.3423,Hour,Y,1,15
Asia,Master's,N,N,814,Northeast,74811.35,Year,N,0,19
Asia,Master's,N,N,4411,Midwest,86670.84,Year,Y,0,26
Asia,Doctorate,Y,N,26052,South,59101.38,Year,Y,0,16
North America,Bachelor's,Y,N,1599,South,37720.38,Year,Y,0,41
Europe,Doctorate,Y,Y,5392,West,112193.76,Year,Y,0,22
Asia,Master's,Y,N,5788,South,65248.64,Year,Y,0,13
Europe,Master's,N,N,1993,Midwest,55665.53,Year,Y,0,15
Asia,Bachelor's,Y,N,2885,West,141297.92,Week,N,1,97
Asia,Master's,Y,N,748,South,34079.95,Year,Y,0,23
Asia,Bachelor's,Y,N,1400,South,56847.22,Year,Y,0,19
Asia,Bachelor's,Y,N,1231,Midwest,58603.56,Year,Y,0,14
Asia,High School,N,N,200,Northeast,318.4801,Hour,Y,1,46
Asia,Bachelor's,Y,N,376,West,78352.3,Year,Y,0,24
Asia,Bachelor's,Y,N,2083,West,98871.58,Year,Y,0,76
Asia,Bachelor's,N,N,2591,Northeast,53046.45,Year,Y,0,39
North America,Bachelor's,N,N,24850,West,77302.08,Year,Y,0,18
Asia,Master's,N,N,2827,Midwest,259835.69,Year,Y,0,36
Africa,Master's,Y,N,2795,Midwest,22329.37,Year,Y,0,20
Europe,Doctorate,Y,Y,2277,South,104432.46,Year,Y,0,164
Europe,Master's,N,N,1117,West,177.8673,Hour,Y,1,24
Asia,Bachelor's,N,N,2824,West,95016.97,Year,Y,1,13
Europe,Bachelor's,N,Y,1220,West,1030.85,Year,Y,0,172
Asia,High School,N,N,1580,South,92693.14,Year,Y,1,20
Europe,Doctorate,Y,N,4258,West,95873.05,Year,Y,0,27
Asia,Master's,Y,Y,1128,West,118998.91,Year,Y,0,87
Europe,Bachelor's,N,Y,1283,West,63201.54,Year,Y,0,24
Asia,Master's,Y,N,2385,Northeast,40838.84,Year,Y,0,42
Asia,Master's,Y,N,4100,Northeast,186866.95,Year,Y,0,65
North America,Master's,Y,N,2527,South,99330.82,Year,N,1,21
Asia,Master's,Y,N,92290,Midwest,126224.41,Year,Y,0,21
Europe,Bachelor's,N,Y,2558,West,70335.15,Year,Y,0,24
South America,Bachelor's,Y,N,2695,South,45054.64,Year,Y,0,45
Asia,Bachelor's,Y,N,892,South,30435.65,Year,Y,1,26
Asia,Bachelor's,Y,Y,1830,South,48730.22,Year,Y,0,14
Asia,Master's,Y,N,84908,Northeast,42732.26,Year,Y,0,25
Europe,Bachelor's,Y,N,3616,South,84582.21,Year,Y,0,25
Asia,High School,Y,N,3508,Northeast,39252.85,Year,Y,1,47
Asia,Bachelor's,Y,N,1223,West,131329.49,Year,Y,1,66
Asia,High School,Y,N,5403,Midwest,129684.53,Year,Y,1,22
Asia,Bachelor's,Y,N,1660,South,52290.62,Year,Y,1,25
North America,Master's,Y,N,126,South,50210.34,Year,Y,0,26
Asia,Doctorate,N,Y,2171,Northeast,49565.37,Year,Y,1,63
Europe,Bachelor's,Y,N,1928,West,184892.13,Year,Y,1,19
Asia,Doctorate,Y,N,6183,South,180855.03,Year,Y,0,65
Asia,Bachelor's,Y,Y,1388,Northeast,21962.01,Year,Y,0,75
Asia,Bachelor's,Y,N,4622,Midwest,23890.6,Year,Y,0,116
Asia,Bachelor's,N,N,639,South,83111.64,Year,Y,0,16
Europe,Bachelor's,N,Y,742,Northeast,63719.3,Year,Y,1,76
Asia,High School,Y,N,4079,South,59861.93,Year,Y,1,47
Asia,Bachelor's,Y,N,2082,South,247248.66,Year,Y,0,30
North America,Master's,N,N,3250,West,78724.09,Year,N,0,17
Asia,Bachelor's,Y,N,1548,Northeast,112612.86,Year,Y,0,25
North America,Bachelor's,Y,N,1320,West,56963.64,Year,Y,1,21
Asia,High School,N,N,2102,Northeast,180828.16,Year,Y,0,24
Asia,High School,Y,Y,943,West,189017.09,Year,Y,1,165
Asia,High School,Y,N,5618,West,56980.9,Year,Y,1,14
Asia,High School,Y,N,160,West,166613.9,Year,Y,1,22
Asia,Master's,Y,N,573,Northeast,124457.5,Year,Y,0,223
Asia,High School,Y,N,1882,South,987.2659,Hour,Y,1,55
Asia,Bachelor's,Y,N,3977,Northeast,60427.61,Year,Y,0,65
North America,Master's,N,N,2284,West,203981.52,Year,Y,0,173
Asia,Master's,Y,N,1457,South,31696.89,Year,Y,0,11
North America,Master's,Y,N,5105,South,48590.17,Year,Y,0,55
South America,High School,Y,N,1711,Northeast,66983.73,Year,Y,0,12
Asia,Bachelor's,Y,N,3522,West,96273.78,Year,Y,0,170
Europe,Bachelor's,Y,N,3176,West,77160.43,Year,Y,0,29
Asia,High School,Y,N,986,West,30478.01,Year,Y,0,18
Europe,Master's,Y,N,652,South,140327.45,Year,Y,0,98
Asia,Bachelor's,Y,N,422,Midwest,43924.75,Year,Y,0,190
North America,Doctorate,Y,N,389,Midwest,60040.55,Year,Y,0,14
Asia,Master's,Y,N,1087,West,120654.44,Year,Y,0,37
Asia,High School,Y,N,3488,West,63678.9,Year,Y,1,29
Asia,Bachelor's,Y,N,752,Northeast,28254.3,Year,Y,0,39
Asia,Master's,Y,N,1378,West,890.13,Year,Y,0,70
Asia,High School,Y,N,945,West,50493.36,Year,Y,1,123
North America,Doctorate,Y,N,3077,South,10292.62,Year,Y,0,16
Europe,Master's,N,Y,342120,South,76025.86,Year,Y,0,26
Asia,Bachelor's,N,N,2507,Northeast,67351.48,Year,Y,0,13
Africa,Doctorate,N,N,486,Northeast,130161.11,Year,Y,0,21
Europe,Doctorate,N,N,3883,West,19411.0,Year,Y,0,150
Asia,Master's,Y,N,153,Midwest,149406.36,Year,N,0,12
North America,Master's,Y,N,109163,Northeast,22972.06,Year,Y,0,50
Asia,Master's,N,Y,1382,South,18921.12,Year,Y,0,13
Asia,High School,Y,N,16749,South,132735.5,Year,Y,1,206
Asia,Bachelor's,Y,N,2064,Northeast,74902.63,Year,Y,1,27
Asia,Master's,Y,N,4222,West,49074.18,Year,Y,0,138
South America,Bachelor's,N,N,2645,South,59065.19,Year,Y,0,28
Asia,Bachelor's,Y,N,707,Midwest,81748.82,Year,N,0,22
Europe,Bachelor's,N,N,1216,West,207380.13,Year,Y,0,11
Asia,Bachelor's,Y,N,4422,West,101757.03,Year,Y,0,52
Asia,Master's,N,Y,2236,West,90259.26,Year,Y,1,168
Asia,Master's,Y,N,5388,West,12316.36,Year,Y,0,17
Asia,Bachelor's,Y,N,3767,West,122380.57,Year,Y,1,16
Asia,Bachelor's,Y,N,3731,South,156564.13,Year,N,0,24
South America,Master's,Y,N,1961,Midwest,60130.89,Year,Y,0,22
Asia,Bachelor's,Y,N,1661,West,36654.59,Year,Y,0,30
North America,High School,Y,N,1584,Northeast,110428.85,Year,N,1,37
Asia,Bachelor's,N,Y,4994,Midwest,57923.73,Year,Y,0,25
South America,Master's,N,N,58,Northeast,78948.36,Year,Y,0,28
Asia,Master's,Y,N,2074,West,141125.34,Year,N,0,18
Europe,High School,N,Y,1765,South,79668.34,Year,Y,1,131
Asia,Master's,Y,N,15383,West,82540.63,Year,Y,0,19
Europe,Doctorate,Y,N,8808,Northeast,3879.69,Year,Y,0,32
North America,Master's,Y,Y,31,South,106.22,Hour,Y,1,26
Asia,Bachelor's,Y,N,1494,West,104011.52,Year,Y,0,13
Asia,Bachelor's,Y,N,1335,Midwest,6378.84,Year,Y,0,22
Asia,Master's,N,N,528,Northeast,5.4108,Hour,Y,0,19
Europe,Master's,N,N,81546,West,64534.13,Year,Y,0,13
Asia,Bachelor's,N,N,173,Northeast,70465.38,Year,Y,0,22
Africa,Bachelor's,N,Y,2489,Northeast,23166.97,Year,Y,1,25
North America,Master's,N,N,2703,Northeast,77314.1,Year,Y,0,49
Asia,High School,N,N,18254,West,144522.56,Year,Y,1,29
Europe,Master's,N,N,1907,Midwest,57915.9,Year,Y,0,63
Asia,Bachelor's,N,N,1905,South,58246.93,Year,Y,0,37
Asia,Master's,Y,N,3996,West,38374.71,Year,Y,0,112
North America,Bachelor's,Y,N,3351,West,166422.14,Year,Y,1,25
North America,Bachelor's,Y,N,1560,South,560.5899,Hour,Y,0,63
Europe,Master's,Y,N,766,South,20945.64,Year,Y,0,25
Europe,Doctorate,Y,N,3388,Northeast,42113.68,Year,Y,0,24
North America,Bachelor's,N,N,1891,South,11722.23,Month,Y,1,176
Asia,High School,N,N,1694,Midwest,76582.51,Year,Y,1,14
Asia,Master's,Y,N,723,South,94141.29,Year,Y,0,14
Asia,Bachelor's,Y,N,48,Northeast,526.5279,Hour,Y,1,16
Asia,Bachelor's,N,N,429,Northeast,105535.11,Year,Y,0,21
Asia,Bachelor's,N,N,127,South,77347.46,Year,Y,1,19
Asia,Bachelor's,Y,N,917,West,20975.02,Year,Y,1,21
Asia,Bachelor's,N,N,1242,Northeast,45267.79,Year,Y,1,18
Asia,Bachelor's,N,N,3208,Northeast,171642.68,Year,Y,1,25
South America,Master's,Y,N,256,Northeast,97329.25,Year,Y,0,69
Asia,Bachelor's,Y,N,62,South,56247.3,Year,Y,0,17
Asia,Master's,Y,N,195,South,106743.79,Year,Y,0,30
North America,Master's,N,N,2282,Northeast,99280.32,Year,Y,0,27
Asia,Bachelor's,N,N,4166,Northeast,124.97,Hour,Y,1,76
North America,Bachelor's,Y,Y,78,Northeast,138883.29,Year,Y,1,23
Africa,Bachelor's,N,N,1462,Northeast,51664.53,Year,Y,0,46
South America,Bachelor's,N,N,294,South,214.93,Hour,Y,1,22
Asia,Master's,Y,Y,1743,Northeast,105660.43,Year,Y,0,10
Asia,Master's,Y,N,3674,Midwest,42740.12,Year,Y,0,25
Asia,Master's,Y,N,2420,South,78152.64,Year,Y,0,17
Asia,Master's,Y,N,1908,West,31726.51,Year,Y,1,23
Asia,High School,Y,N,222,Midwest,122720.12,Year,Y,0,41
South America,Bachelor's,Y,N,124,Northeast,95739.15,Year,Y,1,22
Europe,High School,N,N,2352,West,42792.7,Year,Y,0,20
Asia,Bachelor's,Y,N,962,South,23504.99,Year,Y,1,10
Asia,Master's,Y,Y,1430,South,18320.82,Year,N,0,29
Asia,Bachelor's,N,Y,3590,West,57356.06,Year,Y,1,119
Asia,Doctorate,N,N,1267,South,24686.7,Year,Y,0,40
Asia,Master's,Y,N,98447,West,10421.76,Year,N,0,185
Asia,Bachelor's,Y,N,2638,Midwest,76621.73,Year,Y,1,25
Asia,Bachelor's,N,N,486,Northeast,78104.83,Year,Y,0,36
Europe,Doctorate,N,N,3618,South,44389.03,Year,Y,0,36
Europe,Bachelor's,N,Y,780,Northeast,58230.32,Year,Y,0,79
Asia,Bachelor's,Y,N,2974,Midwest,39302.64,Year,Y,0,36
Asia,Bachelor's,Y,N,4430,Northeast,33929.97,Year,Y,0,26
Asia,High School,Y,N,1036,Midwest,112855.27,Year,Y,1,25
Asia,Bachelor's,N,N,1679,Midwest,125403.68,Year,Y,0,55
Asia,High School,N,N,2111,Midwest,150308.23,Year,Y,1,19
Europe,Bachelor's,Y,N,1379,West,54679.98,Year,Y,0,17
North America,Master's,Y,N,2710,Northeast,97055.82,Year,Y,0,25
Oceania,Bachelor's,N,N,3451,Northeast,119868.23,Year,Y,0,10
Asia,Master's,Y,N,1239,South,135769.05,Year,Y,0,26
Asia,Bachelor's,Y,N,4796,West,97243.78,Year,Y,0,13
Asia,Master's,Y,N,4298,South,137691.81,Year,N,1,50
Asia,Master's,Y,N,1454,Midwest,137109.86,Year,Y,0,10
North America,Bachelor's,N,N,334,West,104054.81,Year,Y,1,14
Asia,Bachelor's,N,N,858,South,88109.64,Year,Y,0,48
Asia,Master's,Y,N,3592,South,35740.7,Year,Y,0,9
Asia,High School,Y,N,4815,Midwest,210683.5,Year,Y,0,17
Asia,Master's,Y,N,3309,Northeast,71761.93,Year,Y,1,22
Asia,High School,Y,N,1676,South,104652.75,Year,Y,1,22
Asia,Master's,Y,N,1829,South,46335.66,Year,Y,0,192
Asia,Master's,N,N,4218,West,99989.12,Year,Y,1,35
Asia,Master's,Y,N,452,West,153531.71,Year,Y,0,26
Asia,Master's,N,N,3955,West,125869.86,Year,Y,1,18
Asia,Master's,Y,N,1221,South,25141.66,Year,Y,0,24
Europe,Master's,Y,N,1493,South,30392.46,Year,Y,0,63
North America,Master's,Y,N,572,Northeast,12800.02,Year,Y,0,176
Asia,Master's,Y,N,2456,Midwest,95298.13,Year,Y,0,15
Europe,Master's,Y,N,2276,Midwest,74635.64,Year,Y,0,36
Asia,High School,Y,N,441,Midwest,8169.76,Year,Y,0,134
Asia,Master's,Y,N,1467,South,58560.83,Year,Y,0,92
Asia,Master's,N,N,1693,West,239151.61,Year,N,0,53
Europe,Bachelor's,Y,N,4752,West,3758.72,Year,Y,0,51
South America,Bachelor's,Y,N,66948,West,882.7615,Hour,Y,1,23
Asia,Master's,Y,Y,2777,Midwest,48832.49,Year,Y,1,10
North America,Bachelor's,N,N,518,Northeast,66410.77,Year,Y,1,11
Asia,Bachelor's,N,N,1112,South,91126.28,Year,Y,1,18
Asia,Master's,N,N,1654,South,120023.39,Year,Y,1,46
Europe,Master's,Y,N,196058,West,30419.62,Year,Y,0,22
Asia,High School,Y,N,740,West,17096.86,Year,Y,1,75
Asia,Master's,N,N,1557,Midwest,71980.61,Year,Y,0,26
Asia,Bachelor's,Y,N,4158,Northeast,46604.34,Year,Y,0,26
Asia,Bachelor's,Y,N,4789,South,80751.0,Year,Y,0,18
South America,Bachelor's,Y,N,4541,Northeast,44020.85,Year,Y,0,19
Europe,High School,N,N,1276,South,123244.52,Year,Y,0,21
Asia,Master's,Y,N,1872,Northeast,77632.48,Year,Y,0,18
North America,Master's,N,N,25733,West,128367.28,Year,N,0,103
Africa,Bachelor's,N,N,2006,West,44.8222,Hour,Y,1,64
Asia,Bachelor's,N,N,3245,Midwest,125070.57,Year,Y,1,29
Asia,Master's,N,N,2851,West,236918.29,Year,N,0,120
Africa,Master's,Y,N,1054,Midwest,99864.15,Year,Y,0,63
Asia,High School,Y,N,3379,South,76041.62,Year,Y,1,26
Asia,Master's,Y,N,2929,Midwest,61089.41,Year,Y,0,16
Asia,Master's,Y,N,333,South,105267.89,Year,Y,0,11
North America,Master's,Y,N,1226,Island,87563.23,Year,Y,0,12
Europe,Master's,N,N,657,Northeast,89667.25,Year,Y,0,34
Europe,Master's,Y,N,22034,South,31241.48,Year,Y,0,55
Asia,High School,N,N,559,Northeast,170242.41,Year,N,1,41
North America,Bachelor's,Y,N,737,South,23676.16,Year,Y,0,20
Asia,High School,N,N,3270,Midwest,27002.18,Year,Y,0,55
Asia,Bachelor's,Y,N,4867,Northeast,93276.74,Year,Y,0,31
Europe,Doctorate,N,N,2159,West,23697.88,Year,Y,0,22
Asia,Doctorate,Y,N,910,South,285088.16,Year,Y,0,23
Asia,Bachelor's,Y,N,19619,Northeast,20551.77,Year,Y,0,42
Asia,Master's,Y,N,209,Midwest,39544.26,Year,Y,0,58
Asia,High School,N,N,368,South,433.3591,Hour,Y,1,19
Asia,Bachelor's,N,N,2781,Northeast,72.7666,Hour,Y,0,12
Asia,Bachelor's,Y,N,446,Northeast,106467.33,Year,Y,0,69
Asia,Bachelor's,N,N,1718,West,99517.51,Year,Y,0,185
Asia,Master's,Y,N,2513,South,142089.8,Year,N,0,26
Europe,Doctorate,N,Y,920,West,36011.06,Year,Y,1,39
Asia,Master's,Y,N,1527,Midwest,50050.55,Year,Y,0,9
Asia,Master's,Y,N,4834,South,44716.35,Year,Y,0,34
South America,Bachelor's,Y,N,3019,Midwest,27291.1,Year,Y,0,79
Asia,Master's,N,N,1652,Midwest,80470.58,Year,Y,0,13
Asia,Master's,N,N,98,Midwest,68068.25,Year,N,0,213
Asia,Master's,Y,N,2033,Northeast,843.0144,Hour,Y,0,22
Asia,Bachelor's,Y,N,62408,South,99542.21,Year,Y,1,18
Asia,Master's,N,N,4755,Midwest,130443.76,Year,Y,0,90
Europe,Doctorate,Y,Y,1031,Northeast,103668.66,Year,Y,0,25
Asia,Bachelor's,N,N,4379,Midwest,79676.38,Year,Y,1,15
North America,Master's,Y,N,1063,South,143793.45,Year,N,0,25
Asia,Master's,Y,N,104895,Northeast,11949.71,Year,Y,0,17
Asia,Master's,N,N,2470,West,10587.35,Year,N,0,40
Asia,High School,Y,N,4406,West,30393.4,Year,Y,1,13
Asia,High School,N,N,934,Midwest,27168.42,Year,Y,1,76
Europe,High School,Y,N,1808,West,56320.11,Year,Y,1,47
Asia,High School,N,Y,1496,South,38323.45,Year,Y,0,181
Asia,Master's,Y,N,2840,Midwest,54359.19,Year,Y,0,11
Asia,High School,Y,N,78,Northeast,91489.96,Year,Y,1,13
Asia,Bachelor's,Y,N,2360,Northeast,15542.24,Year,Y,0,19
Europe,Bachelor's,N,N,1090,Northeast,35227.22,Year,Y,1,9
North America,High School,N,N,6102,Northeast,487.6331,Hour,Y,1,9
Asia,Bachelor's,N,N,1918,Midwest,107282.01,Year,Y,0,36
Asia,Master's,Y,N,4899,West,59845.4,Year,Y,0,17
Asia,High School,Y,N,1827,Northeast,74258.86,Year,Y,1,12
Asia,Master's,Y,N,4952,West,7084.3,Year,Y,0,87
Asia,Bachelor's,Y,Y,11007,South,11842.3,Year,Y,0,48
Asia,Bachelor's,Y,N,1767,South,137067.88,Year,Y,0,10
Asia,Bachelor's,Y,N,2422,Midwest,98892.66,Year,Y,0,49
Asia,Bachelor's,N,N,1168,West,196.4013,Hour,Y,1,28
Asia,Bachelor's,Y,Y,167,South,17703.67,Year,Y,0,185
Asia,Master's,N,N,2675,Midwest,102915.07,Year,Y,0,26
Asia,Bachelor's,Y,N,3669,Northeast,38044.95,Year,Y,0,14
Asia,Bachelor's,Y,N,1397,Northeast,136.3614,Hour,Y,1,23
Asia,Master's,N,N,615,Northeast,89596.96,Year,Y,0,11
Asia,High School,Y,N,4550,Midwest,104457.29,Year,Y,0,55
Europe,High School,Y,N,3968,West,71629.22,Year,Y,1,47
Asia,Bachelor's,Y,N,741,South,124957.72,Year,N,1,77
Asia,Master's,Y,N,184,South,87789.99,Year,N,0,38
Asia,Master's,N,N,1320,West,145996.56,Year,N,1,11
North America,Master's,N,Y,2531,Northeast,68925.19,Year,Y,0,30
Asia,Master's,Y,N,4259,Northeast,8107.37,Year,Y,0,20
Asia,High School,Y,N,2481,West,47748.6,Year,Y,1,27
Asia,Bachelor's,Y,N,5388,South,61535.48,Year,Y,0,12
Asia,Bachelor's,Y,N,3328,South,36034.11,Year,Y,1,35
Asia,Master's,Y,N,75,Northeast,78606.65,Year,Y,0,21
Asia,Bachelor's,N,N,4499,Northeast,61617.73,Year,Y,1,15
Asia,High School,N,N,1342,Midwest,124960.86,Year,Y,1,39
Asia,High School,N,N,1321,South,89510.17,Year,Y,1,38
Asia,Bachelor's,Y,N,1026,West,55901.31,Year,Y,1,20
Asia,Doctorate,Y,N,1211,West,141981.49,Year,Y,0,26
North America,Master's,Y,N,3760,Northeast,115185.06,Year,Y,0,59
Asia,Bachelor's,Y,Y,554,South,129731.91,Year,Y,0,48
Africa,Master's,N,Y,909,Midwest,122181.7,Year,N,1,12
Asia,Bachelor's,N,N,2603,West,201488.46,Year,N,1,39
Asia,Bachelor's,Y,N,546,West,91416.34,Year,Y,0,90
Asia,Master's,Y,N,1857,Northeast,71264.26,Year,Y,0,52
Europe,Bachelor's,Y,N,2131,Northeast,34830.69,Year,Y,1,18
Asia,Master's,Y,Y,2002,South,216352.63,Year,Y,0,30
North America,Master's,N,N,18043,West,129114.16,Week,Y,1,29
Asia,Master's,N,N,2277,Northeast,109990.53,Year,Y,0,18
Asia,Bachelor's,N,N,905,South,114755.59,Year,Y,1,10
Europe,Master's,Y,Y,1320,West,98991.55,Year,Y,0,22
Asia,Bachelor's,Y,N,4108,West,59264.66,Year,Y,1,18
Asia,Master's,Y,N,371,South,111766.97,Year,Y,0,95
Asia,Master's,N,N,704,Island,152248.86,Year,Y,0,11
Asia,Master's,N,N,2564,South,50764.05,Year,N,0,47
North America,Bachelor's,N,N,1505,Midwest,124266.45,Year,N,0,20
Asia,Bachelor's,Y,Y,3816,West,57352.19,Year,Y,0,11
Asia,High School,Y,N,2141,Northeast,64838.69,Year,Y,0,25
Asia,Master's,N,N,1219,West,154695.04,Year,N,0,20
North America,Master's,Y,N,2150,South,137769.42,Year,N,0,13
Asia,Master's,N,N,1908,Northeast,72183.71,Year,N,1,63
Asia,Master's,Y,N,229,Northeast,18914.29,Year,Y,0,22
Asia,Doctorate,N,N,843,Midwest,79948.12,Year,Y,0,51
Asia,High School,Y,N,2622,Northeast,27969.64,Year,Y,1,22
North America,Bachelor's,Y,N,5871,West,98264.58,Year,Y,0,43
Asia,Master's,N,N,4706,South,84126.02,Year,Y,1,56
Asia,Bachelor's,N,N,376,Northeast,22849.73,Year,Y,1,49
Asia,Master's,Y,N,647,Northeast,92672.98,Year,Y,0,24
Asia,Bachelor's,Y,N,2765,Northeast,138123.08,Year,Y,1,34
Europe,Doctorate,N,N,2679,South,13205.47,Year,Y,0,30
North America,Bachelor's,Y,N,2429,Northeast,134620.48,Year,Y,1,20
Asia,Bachelor's,Y,N,2663,Northeast,167509.74,Year,N,0,138
Asia,Master's,N,N,484,Midwest,65418.04,Year,Y,0,20
North America,High School,Y,N,601,South,43406.79,Year,Y,0,30
Asia,Bachelor's,N,N,4286,South,102281.62,Year,N,0,30
Europe,Master's,N,N,3431,West,53512.88,Year,Y,1,111
Asia,Master's,Y,N,2829,Midwest,18887.29,Year,N,0,125
Asia,Bachelor's,Y,N,3006,South,53613.87,Year,Y,1,32
Asia,Master's,N,N,1156,South,100838.82,Year,N,0,58
Europe,Bachelor's,Y,N,1938,West,6973.4,Year,Y,1,18
Europe,Master's,Y,N,815,West,39483.1,Year,Y,0,16
North America,High School,Y,N,434,Northeast,55380.57,Year,Y,1,13
North America,Bachelor's,N,Y,559,West,58564.71,Year,Y,1,17
Asia,High School,Y,N,4209,West,698.6972,Hour,Y,1,133
Asia,Bachelor's,Y,N,1514,West,110359.87,Year,Y,1,16
Asia,High School,Y,N,35,Midwest,16137.35,Year,Y,0,24
Asia,Master's,Y,N,253,Northeast,92464.03,Year,N,0,12
